Id,Name,SNR,Energy,Position,Type
528,DINGAMANZI SAGC CHURCH,104.64156132084074,13575.572250543331,"[30.58022609999999, -23.3795586, 7.0]",0
529,Mamatlepa Church of Christ,63.48857810457639,13361.652698391083,"[30.47742369999999, -23.4743107, 7.0]",0
530,PPK Church Phalaborwa,79.823021258757,13553.575670932938,"[31.149339, -23.942371, 7.0]",0
531,Come Back Home Church,73.53796222399724,13786.707885000542,"[30.327578, -24.1016723, 7.0]",0
532,Shekinah House,122.21362811882989,13361.671685766849,"[30.1696014, -23.8185414, 7.0]",0
533,Universal Church,111.21122497703799,12727.47437111386,"[31.1298387, -23.9513392, 7.0]",0
534,Gereformeerde Kerk - Hoedspruit,91.64037313366227,13081.145271311574,"[30.94208949999999, -24.3607636, 7.0]",0
535,Shiloh Worship Centre,113.33583413525994,12354.954123586624,"[30.27869710000001, -23.8950631, 7.0]",0
536,Church of Jesus Christ of Latter-day Saints,62.435488998744546,11932.097904539984,"[30.2110303, -23.6327638, 7.0]",0
537,Church of Jesus Christ of Latter-day Saints,120.71598976817819,13010.587081727417,"[30.16039150000001, -23.8392832, 7.0]",0
538,Church of Jesus Christ of Latter-day Saints,111.03226649215974,13149.792336232005,"[30.2713635, -23.9759233, 7.0]",0
539,Mushiru Assemblies Of God Church,53.01226374436982,15191.220270794302,"[30.8462801, -22.7602711, 10.0]",-1
540,Bofu-la-mato Full Gospel Church,57.407988410023094,13568.11455494352,"[30.424454, -23.1898783, 7.0]",0
541,Turfloop Evangelical Lutheran Church,56.43459432138397,13790.732931048164,"[29.7599761, -23.8852085, 7.0]",0
542,St. John's Apostolic Faith Mission Church Limpopo Lowveld,96.6225821097014,13006.51320118494,"[30.3698329, -23.4678768, 7.0]",0
543,Nazarene Church,111.36012429501216,12775.834933542148,"[30.2369902, -23.9972923, 7.0]",0
544,Selwana Lutheran Church,92.1860333847672,11870.976855493614,"[30.9185509, -23.6964926, 7.0]",0
545,Phalaborwa Methodist Church,72.59442656144479,13545.205534043977,"[31.144909, -23.936366, 7.0]",0
546,Legacy Church,67.49898838865293,14869.843781710664,"[30.15430169999999, -23.8366133, 7.0]",0
547,Uniting Reformed Church,64.00396783046922,13434.109469165622,"[30.5641505, -23.4343075, 7.0]",0
548,Acornhoek Christian Fire Church,88.6827938110056,14974.833431103321,"[31.0677464, -24.5991592, 7.0]",0
549,Tshikondeni Mine,100.0348412586998,13907.03007199064,"[30.9418988, -22.5151339, 7.0]",0
550,Palabora Mining Company,57.21354009731127,13766.032705461395,"[31.1519799, -23.9687465, 7.0]",0
551,Mining Co,82.07005611281771,12210.594905358023,"[31.09376259999999, -23.9888065, 7.0]",0
552,Valic Mining Supplies,86.25577313368774,12616.238787028647,"[31.1303169, -23.9520533, 7.0]",0
553,Palabora Mining Company Open Pit,86.56326492710603,12125.380298605882,"[31.12976989999999, -23.9931685, 10.0]",-1
554,Foskor (Pty) Ltd,76.7155647869598,13738.61131522401,"[31.1519348, -23.9688342, 7.0]",0
555,Twickenham mine,83.88410764986178,12530.716821086795,"[30.5880556, -24.4880556, 7.0]",0
556,Foskor Workplace,90.77873691708936,12340.372525826866,"[31.1434052, -23.9532602, 7.0]",0
557,"Unifrutti South Africa, Blyderiver Farm",60.8473804131453,13237.475768697639,"[30.73239, -24.366498, 7.0]",0
558,"Unifrutti South Africa, Blyderus Farm",96.74186486757742,13869.97256224522,"[30.8212176, -24.376174, 7.0]",0
559,Ambrosia Citrus Estate,62.88543978044185,12134.147100799155,"[30.9118849, -24.3629575, 7.0]",0
560,Wegraakbosch Organic Dairy,129.28507756623097,14711.205844726293,"[29.957784, -23.8969797, 7.0]",0
561,Allesbeste,81.65827065770732,13509.229121448443,"[30.1215783, -23.80198459999999, 7.0]",0
562,Westfalia Fruit Estates,76.47677032628695,12918.253305549486,"[30.1116795, -23.7372114, 7.0]",0
563,Farm Bryntirion,113.85725655861624,14037.99569588353,"[30.1270578, -23.9032589, 7.0]",0
564,ZZ2 Headquarters Mooketsi,88.39145704143493,14422.064151803743,"[30.1050367, -23.6031828, 7.0]",0
565,Amarula Lapa,74.33178240342386,13229.007967757356,"[31.08176499999999, -23.962276, 7.0]",0
566,THE WHEELBARROW FARMSTALL,97.97759114730351,14248.833623982904,"[30.1060122, -23.803575, 7.0]",0
567,Hishtil South Africa (Mooketsi Nursery),69.76555307674403,13737.156916065975,"[30.06078239999999, -23.6518116, 7.0]",0
568,Afrinest Farm Projects,65.71646749894877,15310.518976639718,"[30.27292, -23.8260678, 7.0]",0
569,Mcezi Farming Enterprise,64.12034946371315,15939.430684848932,"[30.7166298, -23.5684336, 7.0]",0
570,Rosy Adeniums South Africa,125.3404467377222,12347.785014183286,"[31.151186, -23.927389, 7.0]",0
571,"Du Roi, Nursery",23.876379443259943,15334.34520079138,"[30.38367629999999, -23.8625103, 7.0]",0
572,Ndou General Farming,22.79164741978805,14215.56433197167,"[30.6728484, -22.4425131, 7.0]",0
573,Kuhestan,63.8984441027439,10993.703527713187,"[29.9980254, -23.8843052, 7.0]",0
574,Redbank Farm,78.70146874196733,14893.426767353836,"[30.0737871, -23.9004096, 7.0]",0
575,PimUju,91.25758453108969,11831.195514195866,"[30.180902, -23.723322, 7.0]",0
576,Amorentia Estate & Nursery,90.92419469712507,12851.92547297899,"[30.048809, -23.763351, 7.0]",0
577,El Rancho Farming And Projects,98.51983417374707,13754.824885226557,"[30.5824852, -23.4350717, 7.0]",0
578,Nkuna Family Farm,94.50796681360931,12562.355679929473,"[30.864, -23.484, 7.0]",0
579,Harmonie farm,89.94415812427061,12980.607808079933,"[30.7521698, -24.2456262, 7.0]",0
580,Bluebird Farm,80.06985689630037,14665.812567132716,"[30.2455033, -23.36299529999999, 7.0]",0
581,P & a Seedlings,66.2056712422457,12747.878966595643,"[30.18248929999999, -23.5184764, 7.0]",0
582,Dzundeni Fruits & Veg,85.0313130770841,12484.982410193435,"[30.4548679, -23.21458239999999, 7.0]",0
583,Mashudu Poultry Farm,64.44728260788087,11640.625193159141,"[30.832521, -22.7797331, 7.0]",0
584,ZZ2 Natuur Boerdery,93.47779334006745,14879.007962106005,"[30.04397029999999, -23.6408976, 7.0]",0
585,Hetisani Forever Farming Poultry,89.53637876491209,12633.98138735338,"[30.1418731, -23.2371407, 7.0]",0
586,AvoOwner,96.2257403044812,14380.667603039443,"[29.95642559999999, -23.4954645, 7.0]",0
587,Ngwenya Farm,98.24361940643563,14237.903626926629,"[30.2000853, -23.2159366, 7.0]",0
588,Dzunde la Manavhela,111.21437445344309,14382.58448348975,"[30.4281378, -23.1173513, 7.0]",0
589,Shandukani Farm,111.6190108184549,12315.403433799964,"[30.4296416, -23.1096902, 7.0]",0
590,Ha-Manavhela grazing zone for livestock farmers.,89.16592246195526,12886.940198748285,"[30.4424286, -23.111786, 7.0]",0
591,Cottondale Game Breeders,66.54998651772317,12453.352328978557,"[30.1571711, -23.823791, 7.0]",0
